epoch,loss,vb,mse,mask_mse,mask_dice,att_align,feat
18,1.8979354690665793,0.006490939551892301,0.0878345713817021,0.6708607258218707,0.21668327313578586,0.03731459934175942,0.0
19,1.896949214197201,0.005838603704724891,0.08661615004463435,0.6709171319769407,0.2167147795237253,0.03730597483859162,0.0
20,2.6561951418571255,0.005283791407997895,0.09046861562746986,0.6707425781393715,0.2166756110587733,0.037290732111601825,15.141293705388428
21,1.9028263274613801,0.005378898691916286,0.09384524450182799,0.6705780436912586,0.21668187501389505,0.03726768180770673,0.0
22,1.8939197169865476,0.005397426985816744,0.08581496772084982,0.6704169459073491,0.2166396753891485,0.0372528066701522,0.0
23,1.8979998924613097,0.008180146917761224,0.08822323481158913,0.6704636282553739,0.21665709884951684,0.037212686080799834,0.0
24,1.893538201275075,0.005551380074196427,0.08611159883417135,0.6702808107048834,0.21663577038181503,0.0371927727321979,0.0
25,1.8982717111206366,0.005084104512752972,0.09096052384320635,0.6703683361472115,0.21666250019704192,0.03716933909257497,0.0
26,1.8975859987843144,0.006687450469962716,0.08855517341562354,0.6702308801233915,0.21663546185089272,0.03713707592304762,0.0
27,1.896101498681927,0.00618285797920819,0.08769315391152344,0.6697959871588917,0.21660648846509123,0.03709694925302077,0.0
28,1.8949772760967658,0.006137113925596124,0.0871998652305298,0.6700130851907284,0.21662700752270797,0.037065498036600156,0.0
29,1.89664676851371,0.00756402139180317,0.08854972863286016,0.669783397837802,0.21661234746498714,0.036999332704058835,0.0
30,2.6474044225335023,0.006293744913388044,0.08381884649878289,0.6696476542393172,0.2165670557089461,0.03695693698594992,15.134904327168512
31,1.897028019055297,0.005456362721156233,0.08934953388869366,0.6695676416671247,0.21656961300937394,0.03689162727875557,0.0
32,1.8932941843504598,0.005230899771607275,0.08741083728466743,0.6693752017497626,0.2165791961767945,0.03680208605011646,0.0
33,1.9018855470794815,0.008665361062416655,0.09284728317589017,0.6692897988869263,0.21657028730827507,0.03669342075388369,0.0
34,1.8910397480590533,0.005394206297248433,0.08646399915362514,0.6694238356739454,0.21658135954226557,0.036551725900412384,0.0
35,1.8934697621577494,0.007094821048117749,0.08703519588051364,0.6693484936943804,0.21656884905942436,0.036392429657432994,0.0
36,1.8901952801914512,0.005478844580560702,0.08652231229108684,0.6692827565566523,0.21656383981624652,0.036152939061213966,0.0
37,1.8950206551954065,0.0060366045351051955,0.089996030240612,0.6693483845412389,0.21653552437590146,0.035912949709339184,0.0
38,1.898135503133138,0.006725017270022092,0.09155362199196389,0.6693626762315155,0.21657214529147215,0.03556095910724634,0.0
39,1.8867023488129875,0.00470087615467432,0.08509289515618522,0.6693715536135518,0.21655813826097026,0.03498160164730042,0.0
40,2.6453180378524133,0.005994660407504279,0.08413028981678498,0.6693789977504033,0.21654624956294613,0.03445319734349005,15.14357153212165
41,1.8862653543088008,0.004848571987171354,0.08513354880021246,0.6694174290777327,0.21654203868517613,0.03380946385659686,0.0
42,1.8935452176351024,0.0068068003508637105,0.08914943460488435,0.6693899379608379,0.21654365236743564,0.033376663647528,0.0
43,1.8874552824963906,0.005212145377499003,0.08744719233290929,0.6695285204196934,0.21656479333191012,0.03282270123106622,0.0
44,1.8857969498653866,0.0037046419479196983,0.08683407691780845,0.6693096507484068,0.2165046998777905,0.032408786016950394,0.0
45,1.8890896529862375,0.004773421079288539,0.0879766898537251,0.6692448231551025,0.21652404103583728,0.03211209798928878,0.0
46,1.8878130311364527,0.005959175899897747,0.08720326044832805,0.6695073673609921,0.2165343594492507,0.03177735800217962,0.0
47,1.8939921083653393,0.007596332420609876,0.09158587274974442,0.6691904955472642,0.21650097641810154,0.031540778752745885,0.0
48,1.8893028143289927,0.0061353700448505185,0.088343010299214,0.6690735134504351,0.21650879438981768,0.03136069786618178,0.0
49,1.8830740417641367,0.006300716228587269,0.08362851967520911,0.669084044092508,0.21652505368018718,0.031010279136944034,0.0
50,2.640973324076647,0.005182349470626972,0.08542895344067208,0.6688680565327918,0.21650817951250037,0.030827180996161933,15.132147021365888
51,1.8905256749371053,0.008499633176225416,0.0884816578952546,0.6688840262817614,0.2164978775379601,0.03070949585299808,0.0
52,1.88468307759506,0.003509444148775335,0.08836951506650953,0.6689850839799198,0.21651501844985674,0.030519434705492565,0.0
53,1.887939691543579,0.0050395689160172286,0.08878738006896919,0.6686689653033413,0.21649733432290205,0.030361947140913458,0.0
54,1.8803305806535664,0.005497866225947436,0.08367398940303258,0.6688178795268553,0.2165082058122566,0.03021418050994233,0.0
55,1.8838830369110482,0.00479488544623263,0.08625536323571253,0.6686606879706856,0.21646930006417361,0.030104608945695364,0.0
56,1.8824691330185686,0.0058798840792900426,0.08678888806411642,0.668558488460372,0.2164738541202014,0.029966040784710473,0.0
57,1.884854194768426,0.006689020350280291,0.08628616738624155,0.6686288244308359,0.21645222214965132,0.029995244911305126,0.0
58,1.8835343793217614,0.007822042248353742,0.08443870327193641,0.6684646447304328,0.2164652511587307,0.02987205906075873,0.0
59,1.880238736583794,0.004958017435889877,0.08541405580416425,0.6682503766255922,0.2164643074307258,0.02973419682955694,0.0
